participant_ID,treatment,part,trial_no,rounds,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
1.0,1.0,1.0,18.0,9.0,0.3,9,0,1.0,0,8,0,-1.0,0.8106376399282577,0.0,0.0,7302.329199999868
1.0,1.0,1.0,18.0,9.0,0.3,10,1,0.0,0,9,0,-1.0,0.8509207293123986,0.0,0.0,8870.20549999986
1.0,1.0,1.0,19.0,5.0,0.7,1,0,0.0,0,0,0,-1.0,0.7,0.0,0.0,2233.5361000000207
1.0,1.0,1.0,19.0,5.0,0.7,2,0,0.0,1,0,0,-1.0,0.6363636363636362,0.0,0.0,3000.4309999999764
1.0,1.0,1.0,19.0,5.0,0.7,3,0,0.0,2,0,0,-1.0,0.5675675675675674,0.0,0.0,3633.9625999999935
1.0,1.0,1.0,19.0,5.0,0.7,4,0,0.0,3,0,0,-1.0,0.4960629921259841,0.0,0.0,4334.207399999981
1.0,1.0,1.0,19.0,5.0,0.7,5,0,0.0,4,0,0,-1.0,0.42471910112359534,0.0,0.0,4984.420799999983
1.0,1.0,1.0,19.0,5.0,0.7,6,1,0.0,5,0,0,-1.0,0.35637963544940277,0.0,0.0,6484.973899999986
1.0,1.0,1.0,20.0,3.0,0.7,1,0,0.0,0,0,0,-1.0,0.7,0.0,0.0,1750.641200000001
1.0,1.0,1.0,20.0,3.0,0.7,2,0,0.0,1,0,0,-1.0,0.6363636363636362,0.0,0.0,2534.2407000000544
1.0,1.0,1.0,20.0,3.0,0.7,3,0,0.0,2,0,0,-1.0,0.5675675675675674,0.0,0.0,3517.909800000169
1.0,1.0,1.0,20.0,3.0,0.7,4,1,0.0,3,0,0,-1.0,0.4960629921259841,0.0,0.0,4801.6832000001705
1.0,1.0,1.0,21.0,9.0,0.9,1,0,0.0,0,0,0,-1.0,0.9,0.0,0.0,2184.138200000016
1.0,1.0,1.0,21.0,9.0,0.9,2,0,0.0,1,0,0,-1.0,0.8709677419354839,0.0,0.0,3001.078200000048
1.0,1.0,1.0,21.0,9.0,0.9,3,0,0.0,2,0,0,-1.0,0.8350515463917526,0.0,0.0,3701.3061000001317
1.0,1.0,1.0,21.0,9.0,0.9,4,0,0.0,3,0,0,-1.0,0.7915309446254072,0.0,0.0,4385.109900000142
1.0,1.0,1.0,21.0,9.0,0.9,5,0,0.0,4,0,0,-1.0,0.7401015228426396,0.0,0.0,5018.934900000172
1.0,1.0,1.0,21.0,9.0,0.9,6,0,0.0,5,0,0,-1.0,0.6810962317035192,0.0,0.0,5685.804900000161
1.0,1.0,1.0,21.0,9.0,0.9,7,0,0.0,6,0,0,-1.0,0.6156516843389321,0.0,0.0,6319.399500000124
1.0,1.0,1.0,21.0,9.0,0.9,8,0,0.0,7,0,0,-1.0,0.545734327778856,0.0,0.0,6952.914700000126
1.0,1.0,1.0,21.0,9.0,0.9,9,0,0.0,8,0,0,-1.0,0.4739655656780511,0.0,0.0,8986.958800000059
1.0,1.0,1.0,21.0,9.0,0.9,10,1,0.0,9,0,0,-1.0,0.40325661122126333,0.0,0.0,9770.565000000044
1.0,1.0,1.0,22.0,3.0,0.9,1,0,0.0,0,0,0,-1.0,0.9,0.0,0.0,1733.9248000000314
1.0,1.0,1.0,22.0,3.0,0.9,2,0,0.0,1,0,0,-1.0,0.8709677419354839,0.0,0.0,2667.595100000024
1.0,1.0,1.0,22.0,3.0,0.9,3,0,0.0,2,0,0,-1.0,0.8350515463917526,0.0,0.0,3251.1393999999964
1.0,1.0,1.0,22.0,3.0,0.9,4,1,0.0,3,0,1,0.0,0.0,0.0,0.0,4351.541500000108
1.0,1.0,1.0,23.0,1.0,0.1,1,0,1.0,0,0,0,-1.0,0.1,1.0,1.0,2517.67690000006
1.0,1.0,1.0,23.0,1.0,0.1,2,1,1.0,0,1,0,-1.0,0.12903225806451613,1.0,1.0,4168.21230000017
1.0,1.0,1.0,24.0,9.0,0.5,1,0,0.0,0,0,0,-1.0,0.5,1.0,1.0,2634.058499999879
1.0,1.0,1.0,24.0,9.0,0.5,2,0,0.0,1,0,0,-1.0,0.42857142857142855,1.0,1.0,3234.321299999915
1.0,1.0,1.0,24.0,9.0,0.5,3,0,0.0,2,0,0,-1.0,0.36,1.0,1.0,3851.1425999999956
1.0,1.0,1.0,24.0,9.0,0.5,4,0,0.0,3,0,0,-1.0,0.2967032967032967,1.0,1.0,4451.34679999995
1.0,1.0,1.0,24.0,9.0,0.5,5,0,0.0,4,0,0,-1.0,0.2403560830860534,1.0,1.0,5084.835399999937
1.0,1.0,1.0,24.0,9.0,0.5,6,0,0.0,5,0,0,-1.0,0.19179163378058406,1.0,1.0,5685.260699999934
1.0,1.0,1.0,24.0,9.0,0.5,7,0,0.0,6,0,0,-1.0,0.1510880829015544,1.0,1.0,6268.7653
1.0,1.0,1.0,24.0,9.0,0.5,8,0,0.0,7,0,0,-1.0,0.11776425609821765,1.0,1.0,6885.654100000063
1.0,1.0,1.0,24.0,9.0,0.5,9,0,0.0,8,0,0,-1.0,0.09100239954505734,1.0,1.0,8036.154399999945
1.0,1.0,1.0,24.0,9.0,0.5,10,1,1.0,9,0,0,-1.0,0.06984071788721448,1.0,1.0,10153.564599999972
1.0,1.0,1.0,25.0,7.0,0.1,1,0,1.0,0,0,0,-1.0,0.1,1.0,1.0,3284.4734000001367
1.0,1.0,1.0,25.0,7.0,0.1,2,0,1.0,0,1,0,-1.0,0.12903225806451613,1.0,1.0,4084.732300000155
1.0,1.0,1.0,25.0,7.0,0.1,3,0,1.0,0,2,0,-1.0,0.16494845360824742,1.0,1.0,4718.2872000000425
1.0,1.0,1.0,25.0,7.0,0.1,4,0,1.0,0,3,0,-1.0,0.20846905537459284,1.0,1.0,5501.900600000027
1.0,1.0,1.0,25.0,7.0,0.1,5,0,1.0,0,4,0,-1.0,0.2598984771573604,1.0,1.0,6018.775599999954
1.0,1.0,1.0,25.0,7.0,0.1,6,0,1.0,0,5,1,1.0,1.0,1.0,1.0,6552.322499999926
1.0,1.0,1.0,25.0,7.0,0.1,7,0,1.0,0,6,1,1.0,1.0,1.0,1.0,7102.5151999999625
1.0,1.0,1.0,25.0,7.0,0.1,8,1,1.0,0,7,1,1.0,1.0,1.0,1.0,8319.593899999909
2.0,0.0,1.0,1.0,7.0,0.7,1,0,0.0,0,0,0,-1.0,0.7,0.0,0.0,9437.955800000056
2.0,0.0,1.0,1.0,7.0,0.7,2,0,1.0,1,0,0,-1.0,0.6363636363636362,0.0,0.0,12038.192000000363
2.0,0.0,1.0,1.0,7.0,0.7,3,0,0.0,1,1,0,-1.0,0.6999999999999998,0.0,0.0,13571.539600000116
2.0,0.0,1.0,1.0,7.0,0.7,4,0,0.0,2,1,0,-1.0,0.6363636363636362,0.0,0.0,14771.491599999928
2.0,0.0,1.0,1.0,7.0,0.7,5,0,1.0,3,1,0,-1.0,0.5675675675675674,0.0,0.0,15704.787599999932
2.0,0.0,1.0,1.0,7.0,0.7,6,0,0.0,3,2,0,-1.0,0.6363636363636362,0.0,0.0,19254.64560000084
2.0,0.0,1.0,1.0,7.0,0.7,7,0,0.0,4,2,0,-1.0,0.5675675675675674,0.0,0.0,23288.083800001303
2.0,0.0,1.0,1.0,7.0,0.7,8,1,0.0,5,2,0,-1.0,0.4960629921259841,0.0,0.0,26587.951800002207
2.0,0.0,1.0,2.0,3.0,0.1,1,0,1.0,0,0,0,-1.0,0.1,1.0,1.0,4221.767300000799
2.0,0.0,1.0,2.0,3.0,0.1,2,0,1.0,0,1,0,-1.0,0.12903225806451613,1.0,1.0,6088.359300000583
2.0,0.0,1.0,2.0,3.0,0.1,3,0,1.0,0,2,0,-1.0,0.16494845360824742,1.0,1.0,7454.971300000368
2.0,0.0,1.0,2.0,3.0,0.1,4,1,1.0,0,3,0,-1.0,0.20846905537459284,1.0,1.0,9521.555300000038
2.0,0.0,1.0,3.0,5.0,0.5,1,0,1.0,0,0,0,-1.0,0.5,0.0,0.0,3253.4693999997826
2.0,0.0,1.0,3.0,5.0,0.5,2,0,1.0,0,1,0,-1.0,0.5714285714285714,0.0,0.0,4320.093399999613
2.0,0.0,1.0,3.0,5.0,0.5,3,0,0.0,0,2,0,-1.0,0.64,0.0,0.0,5120.061399999485
2.0,0.0,1.0,3.0,5.0,0.5,4,0,1.0,1,2,0,-1.0,0.5714285714285714,0.0,0.0,6153.353399999322
2.0,0.0,1.0,3.0,5.0,0.5,5,0,0.0,1,3,0,-1.0,0.64,0.0,0.0,6836.65939999921
2.0,0.0,1.0,3.0,5.0,0.5,6,1,0.0,2,3,0,-1.0,0.5714285714285714,0.0,0.0,9786.541399999407
2.0,0.0,1.0,4.0,1.0,0.1,1,0,1.0,0,0,0,-1.0,0.1,0.0,1.0,4538.151800000363
2.0,0.0,1.0,4.0,1.0,0.1,2,1,1.0,0,1,0,-1.0,0.12903225806451613,0.0,1.0,8671.319800000443
2.0,0.0,1.0,5.0,7.0,0.1,1,0,1.0,0,0,0,-1.0,0.1,1.0,1.0,2538.23180000031
2.0,0.0,1.0,5.0,7.0,0.1,2,0,1.0,0,1,0,-1.0,0.12903225806451613,1.0,1.0,3621.521800000137
2.0,0.0,1.0,5.0,7.0,0.1,3,0,1.0,0,2,0,-1.0,0.16494845360824742,1.0,1.0,4288.161800000031
2.0,0.0,1.0,5.0,7.0,0.1,4,0,0.0,0,3,0,-1.0,0.20846905537459284,1.0,1.0,9954.866899999131
2.0,0.0,1.0,5.0,7.0,0.1,5,0,1.0,1,3,0,-1.0,0.16494845360824745,1.0,1.0,10654.83889999902
2.0,0.0,1.0,5.0,7.0,0.1,6,0,1.0,1,4,0,-1.0,0.20846905537459284,1.0,1.0,11321.478899998918
2.0,0.0,1.0,5.0,7.0,0.1,7,0,1.0,1,5,1,1.0,1.0,1.0,1.0,12104.780899998792
2.0,0.0,1.0,5.0,7.0,0.1,8,1,1.0,1,6,1,1.0,1.0,1.0,1.0,14038.036899999062
2.0,0.0,1.0,6.0,7.0,0.5,1,0,1.0,0,0,0,-1.0,0.5,0.0,0.0,1721.5978000002704
2.0,0.0,1.0,6.0,7.0,0.5,2,0,0.0,0,1,0,-1.0,0.5714285714285714,0.0,0.0,3288.475700000318
