participant_ID,treatment,part,trial_no,rounds,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
1.0,0.0,1.0,20.0,9.0,0.5,7,0,1.0,0,6,1,0.0,1.0,1.0,1.0,4107.241600000018
1.0,0.0,1.0,20.0,9.0,0.5,8,0,1.0,0,7,1,0.0,1.0,1.0,1.0,4623.980600000026
1.0,0.0,1.0,20.0,9.0,0.5,9,0,1.0,0,8,1,0.0,1.0,1.0,1.0,5340.7476
1.0,0.0,1.0,20.0,9.0,0.5,9,1,1.0,0,9,1,0.0,1.0,1.0,1.0,5340.7476
1.0,0.0,1.0,21.0,7.0,0.5,1,0,1.0,0,0,0,-1.0,0.5,1.0,1.0,1410.1974000000464
1.0,0.0,1.0,21.0,7.0,0.5,2,0,1.0,0,1,0,-1.0,0.42857142857142855,1.0,1.0,1976.9434000000688
1.0,0.0,1.0,21.0,7.0,0.5,3,0,1.0,0,2,0,-1.0,0.36,1.0,1.0,2477.0134000000844
1.0,0.0,1.0,21.0,7.0,0.5,4,0,0.0,0,3,0,-1.0,0.2967032967032967,1.0,1.0,4643.98340000003
1.0,0.0,1.0,21.0,7.0,0.5,5,0,0.0,1,3,0,-1.0,0.24035608308605338,1.0,1.0,5194.060400000039
1.0,0.0,1.0,21.0,7.0,0.5,6,0,0.0,2,3,0,-1.0,0.19179163378058406,1.0,1.0,5727.468400000042
1.0,0.0,1.0,21.0,7.0,0.5,7,0,0.0,3,3,0,-1.0,0.1510880829015544,1.0,1.0,6260.8763999999255
1.0,0.0,1.0,21.0,7.0,0.5,7,1,1.0,4,3,0,-1.0,0.11776425609821765,1.0,1.0,6260.8763999999255
1.0,0.0,1.0,22.0,1.0,0.9,1,0,1.0,0,0,0,-1.0,0.9,0.0,0.0,2258.914599999989
1.0,0.0,1.0,22.0,1.0,0.9,1,1,0.0,0,1,0,-1.0,0.8709677419354839,0.0,0.0,2258.914599999989
1.0,0.0,1.0,23.0,9.0,0.3,1,0,0.0,0,0,0,-1.0,0.3,1.0,1.0,1075.1504999999013
1.0,0.0,1.0,23.0,9.0,0.3,2,0,0.0,1,0,0,-1.0,0.2432432432432432,1.0,1.0,1575.2204999999226
1.0,0.0,1.0,23.0,9.0,0.3,3,0,0.0,2,0,0,-1.0,0.19424460431654672,1.0,1.0,2125.2974999999437
1.0,0.0,1.0,23.0,9.0,0.3,4,0,0.0,3,0,0,-1.0,0.1531190926275992,1.0,1.0,2675.374499999961
1.0,0.0,1.0,23.0,9.0,0.3,5,0,0.0,4,0,0,-1.0,0.11941031941031938,1.0,1.0,3225.451499999989
1.0,0.0,1.0,23.0,9.0,0.3,6,0,0.0,5,0,0,-1.0,0.09231353678612127,1.0,1.0,3792.1974999999175
1.0,0.0,1.0,23.0,9.0,0.3,7,0,0.0,6,0,0,-1.0,0.07087073463171195,1.0,1.0,4358.943499999892
1.0,0.0,1.0,23.0,9.0,0.3,8,0,0.0,7,0,0,-1.0,0.054111786488960714,1.0,1.0,4925.689499999899
1.0,0.0,1.0,23.0,9.0,0.3,9,0,0.0,8,0,0,-1.0,0.04114038479626281,1.0,1.0,5425.759499999909
1.0,0.0,1.0,23.0,9.0,0.3,9,1,1.0,9,0,0,-1.0,0.031175936099071988,1.0,1.0,5425.759499999909
1.0,0.0,1.0,24.0,5.0,0.3,1,0,0.0,0,0,0,-1.0,0.3,1.0,1.0,1008.474499999964
1.0,0.0,1.0,24.0,5.0,0.3,2,0,0.0,1,0,0,-1.0,0.2432432432432432,1.0,1.0,1508.544499999985
1.0,0.0,1.0,24.0,5.0,0.3,3,0,0.0,2,0,0,-1.0,0.19424460431654672,1.0,1.0,2008.614500000006
1.0,0.0,1.0,24.0,5.0,0.3,4,0,0.0,3,0,0,-1.0,0.1531190926275992,1.0,1.0,2508.684500000021
1.0,0.0,1.0,24.0,5.0,0.3,5,0,0.0,4,0,0,-1.0,0.11941031941031938,1.0,1.0,3058.7615000000437
1.0,0.0,1.0,24.0,5.0,0.3,5,1,1.0,5,0,0,-1.0,0.09231353678612127,1.0,1.0,3058.7615000000437
1.0,0.0,1.0,25.0,3.0,0.3,1,0,0.0,0,0,0,-1.0,0.3,1.0,1.0,1625.227500000051
1.0,0.0,1.0,25.0,3.0,0.3,2,0,0.0,1,0,0,-1.0,0.2432432432432432,1.0,1.0,2291.9875000000807
1.0,0.0,1.0,25.0,3.0,0.3,3,0,0.0,2,0,0,-1.0,0.19424460431654672,1.0,1.0,2792.057500000097
1.0,0.0,1.0,25.0,3.0,0.3,3,1,1.0,3,0,0,-1.0,0.1531190926275992,1.0,1.0,2792.057500000097
2.0,0.0,1.0,1.0,1.0,0.9,1,0,0.0,0,0,0,-1.0,0.9,0.0,1.0,8145.095100000049
2.0,0.0,1.0,1.0,1.0,0.9,1,1,1.0,1,0,0,-1.0,0.8709677419354839,0.0,1.0,8145.095100000049
2.0,0.0,1.0,2.0,5.0,0.1,1,0,1.0,0,0,0,-1.0,0.1,1.0,1.0,1340.8927999998798
2.0,0.0,1.0,2.0,5.0,0.1,2,0,1.0,0,1,0,-1.0,0.07692307692307694,1.0,1.0,2958.836499999852
2.0,0.0,1.0,2.0,5.0,0.1,3,0,1.0,0,2,0,-1.0,0.058823529411764726,1.0,1.0,3992.586399999887
2.0,0.0,1.0,2.0,5.0,0.1,4,0,1.0,0,3,0,-1.0,0.044776119402985086,1.0,1.0,4893.4438999998765
2.0,0.0,1.0,2.0,5.0,0.1,5,0,0.0,0,4,0,-1.0,0.03396226415094341,1.0,1.0,7628.958599999888
2.0,0.0,1.0,2.0,5.0,0.1,5,1,1.0,1,4,0,-1.0,0.025689819219790685,1.0,1.0,7628.958599999888
2.0,0.0,1.0,3.0,5.0,0.3,1,0,1.0,0,0,0,-1.0,0.3,1.0,1.0,7910.534199999894
2.0,0.0,1.0,3.0,5.0,0.3,2,0,1.0,0,1,0,-1.0,0.2432432432432432,1.0,1.0,8561.045099999881
2.0,0.0,1.0,3.0,5.0,0.3,3,0,1.0,0,2,0,-1.0,0.19424460431654672,1.0,1.0,9161.44099999989
2.0,0.0,1.0,3.0,5.0,0.3,4,0,1.0,0,3,0,-1.0,0.1531190926275992,1.0,1.0,9828.408699999909
2.0,0.0,1.0,3.0,5.0,0.3,5,0,1.0,0,4,0,-1.0,0.11941031941031938,1.0,1.0,10812.568299999937
2.0,0.0,1.0,3.0,5.0,0.3,5,1,1.0,0,5,0,-1.0,0.09231353678612127,1.0,1.0,10812.568299999937
2.0,0.0,1.0,4.0,9.0,0.3,1,0,1.0,0,0,0,-1.0,0.3,1.0,1.0,1554.5956999999653
2.0,0.0,1.0,4.0,9.0,0.3,2,0,1.0,0,1,0,-1.0,0.2432432432432432,1.0,1.0,2054.9812999999654
2.0,0.0,1.0,4.0,9.0,0.3,3,0,1.0,0,2,0,-1.0,0.19424460431654672,1.0,1.0,7960.227600000058
2.0,0.0,1.0,4.0,9.0,0.3,4,0,1.0,0,3,1,0.0,0.1531190926275992,1.0,1.0,8477.356800000107
2.0,0.0,1.0,4.0,9.0,0.3,5,0,1.0,0,4,1,0.0,1.0,1.0,1.0,8977.622400000091
2.0,0.0,1.0,4.0,9.0,0.3,6,0,1.0,0,5,1,0.0,1.0,1.0,1.0,9811.327200000103
2.0,0.0,1.0,4.0,9.0,0.3,7,0,1.0,0,6,1,0.0,1.0,1.0,1.0,10528.665200000085
2.0,0.0,1.0,4.0,9.0,0.3,8,0,1.0,0,7,1,0.0,1.0,1.0,1.0,11129.005500000118
2.0,0.0,1.0,4.0,9.0,0.3,9,0,1.0,0,8,1,0.0,1.0,1.0,1.0,12380.492000000157
2.0,0.0,1.0,4.0,9.0,0.3,9,1,1.0,0,9,1,0.0,1.0,1.0,1.0,12380.492000000157
2.0,0.0,1.0,5.0,7.0,0.7,1,0,0.0,0,0,0,-1.0,0.7,0.0,0.0,1701.6420000000305
2.0,0.0,1.0,5.0,7.0,0.7,2,0,0.0,1,0,0,-1.0,0.6363636363636362,0.0,0.0,2385.4650999999812
2.0,0.0,1.0,5.0,7.0,0.7,3,0,0.0,2,0,0,-1.0,0.5675675675675675,0.0,0.0,3036.045299999977
2.0,0.0,1.0,5.0,7.0,0.7,4,0,0.0,3,0,0,-1.0,0.4960629921259842,0.0,0.0,3536.495299999973
2.0,0.0,1.0,5.0,7.0,0.7,5,0,0.0,4,0,0,-1.0,0.42471910112359545,0.0,0.0,4370.6541999999945
2.0,0.0,1.0,5.0,7.0,0.7,6,0,0.0,5,0,0,-1.0,0.3563796354494028,0.0,0.0,4954.387999999949
2.0,0.0,1.0,5.0,7.0,0.7,7,0,0.0,6,0,0,-1.0,0.29342763498361213,0.0,0.0,7372.992399999894
2.0,0.0,1.0,5.0,7.0,0.7,7,1,0.0,7,0,0,-1.0,0.23749243728766223,0.0,0.0,7372.992399999894
2.0,0.0,1.0,6.0,3.0,0.5,1,0,0.0,0,0,0,-1.0,0.5,1.0,0.0,1807.9448999999966
2.0,0.0,1.0,6.0,3.0,0.5,2,0,0.0,1,0,0,-1.0,0.42857142857142855,1.0,0.0,2391.6375999999923
